max_roh	iid	pop	sum_roh>4	n_roh>4	sum_roh>8	n_roh>8	sum_roh>12	n_roh>12	sum_roh>20	n_roh>20	age	clst	lat	lon
91.121798	I1178	Israel_C	703.292088	30	682.518689	26	625.1564110000002	20	545.0747020000001	15	5950	Israel_C	32.974167	35.331389
9.192801000000001	I1170	Israel_C	26.837992999999972	4	18.287801999999992	2	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
4.87909999999999	I1166	Israel_C	9.593798999999988	2	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
4.20250900000001	I1160	Israel_C	8.283710999999998	2	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
0.0	I0644	Israel_C	0.0	0	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
0.0	I1152	Israel_C	0.0	0	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
0.0	I1168	Israel_C	0.0	0	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
0.0	I1165	Israel_C	0.0	0	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
0.0	I1182	Israel_C	0.0	0	0.0	0	0.0	0	0.0	0	5950	Israel_C	32.974167	35.331389
